Loading pretrained model weights selectively (backbone)
----------
epoch 1
1/849, train_loss: 0.7788
414/849, train_loss: 0.7083
415/849, train_loss: 0.7307
416/849, train_loss: 0.6428
417/849, train_loss: 0.6580
418/849, train_loss: 0.6458
419/849, train_loss: 0.6245
420/849, train_loss: 0.6746
421/849, train_loss: 0.6736
422/849, train_loss: 0.6658
423/849, train_loss: 0.6516
424/849, train_loss: 0.7595
425/849, train_loss: 0.7139
426/849, train_loss: 0.5920
427/849, train_loss: 0.6436
428/849, train_loss: 0.7603
429/849, train_loss: 0.7666
430/849, train_loss: 0.7056
431/849, train_loss: 0.7178
432/849, train_loss: 0.7437
433/849, train_loss: 0.7239
434/849, train_loss: 0.7141
435/849, train_loss: 0.7754
436/849, train_loss: 0.6118
437/849, train_loss: 0.7664
438/849, train_loss: 0.6350
439/849, train_loss: 0.6550
440/849, train_loss: 0.6187
441/849, train_loss: 0.7720
442/849, train_loss: 0.7075
443/849, train_loss: 0.6370
444/849, train_loss: 0.6189
445/849, train_loss: 0.8108
446/849, train_loss: 0.7673
447/849, train_loss: 0.6907
448/849, train_loss: 0.7214
449/849, train_loss: 0.5702
450/849, train_loss: 0.8323
451/849, train_loss: 0.6257
452/849, train_loss: 0.7036
453/849, train_loss: 0.8435
454/849, train_loss: 0.5994
455/849, train_loss: 0.8000
456/849, train_loss: 0.8147
457/849, train_loss: 0.6924
458/849, train_loss: 0.6682
459/849, train_loss: 0.6653
460/849, train_loss: 0.7275
461/849, train_loss: 0.5852
462/849, train_loss: 0.6685
463/849, train_loss: 0.7112
464/849, train_loss: 0.6841
465/849, train_loss: 0.7415
466/849, train_loss: 0.6770
467/849, train_loss: 0.6724
468/849, train_loss: 0.7207
469/849, train_loss: 0.6687
470/849, train_loss: 0.6675
471/849, train_loss: 0.5769
472/849, train_loss: 0.6807
473/849, train_loss: 0.6526
474/849, train_loss: 0.6455
475/849, train_loss: 0.7678
476/849, train_loss: 0.6846
477/849, train_loss: 0.6482
478/849, train_loss: 0.7637
479/849, train_loss: 0.5974
480/849, train_loss: 0.7180
481/849, train_loss: 0.6165
482/849, train_loss: 0.6511
483/849, train_loss: 0.5947
484/849, train_loss: 0.7822
485/849, train_loss: 0.5962
486/849, train_loss: 0.5974
487/849, train_loss: 0.7656
488/849, train_loss: 0.8513
489/849, train_loss: 0.5538
490/849, train_loss: 0.6694
491/849, train_loss: 0.7214
492/849, train_loss: 0.7698
493/849, train_loss: 0.6902
494/849, train_loss: 0.8774
495/849, train_loss: 0.6322
496/849, train_loss: 0.8821
497/849, train_loss: 0.7085
498/849, train_loss: 0.5725
499/849, train_loss: 0.5596
500/849, train_loss: 0.5522
501/849, train_loss: 0.5809
502/849, train_loss: 0.9092
503/849, train_loss: 0.7373
504/849, train_loss: 0.5486
505/849, train_loss: 0.6001
506/849, train_loss: 0.6254
507/849, train_loss: 0.5155
508/849, train_loss: 0.5312
509/849, train_loss: 0.6833
510/849, train_loss: 0.5114
511/849, train_loss: 0.9465
512/849, train_loss: 0.7844
513/849, train_loss: 0.7544
514/849, train_loss: 0.4958
515/849, train_loss: 0.5458
516/849, train_loss: 0.4988
517/849, train_loss: 0.6565
518/849, train_loss: 1.0215
519/849, train_loss: 0.9592
520/849, train_loss: 0.9751
521/849, train_loss: 0.5166
522/849, train_loss: 0.6787
523/849, train_loss: 0.6888
524/849, train_loss: 0.8950
525/849, train_loss: 0.7517
526/849, train_loss: 0.6665
527/849, train_loss: 0.7761
528/849, train_loss: 0.8362
529/849, train_loss: 0.6299
530/849, train_loss: 0.8049
531/849, train_loss: 0.6345
532/849, train_loss: 0.7634
533/849, train_loss: 0.6042
534/849, train_loss: 0.7759
535/849, train_loss: 0.6660
536/849, train_loss: 0.6665
537/849, train_loss: 0.5757
538/849, train_loss: 0.5891
539/849, train_loss: 0.6729
540/849, train_loss: 0.8081
541/849, train_loss: 0.5779
542/849, train_loss: 0.6294
543/849, train_loss: 0.6550
544/849, train_loss: 0.7156
545/849, train_loss: 0.7639
546/849, train_loss: 0.7585
547/849, train_loss: 0.6248
548/849, train_loss: 0.6343
549/849, train_loss: 0.6387
550/849, train_loss: 0.7034
551/849, train_loss: 0.5994
552/849, train_loss: 0.5933
553/849, train_loss: 0.7017
554/849, train_loss: 0.6010
555/849, train_loss: 0.9114
556/849, train_loss: 0.7019
557/849, train_loss: 0.7283
558/849, train_loss: 0.5330
559/849, train_loss: 0.5118
560/849, train_loss: 0.9243
561/849, train_loss: 0.5254
562/849, train_loss: 0.5203
563/849, train_loss: 0.6890
564/849, train_loss: 0.9438
565/849, train_loss: 0.7500
566/849, train_loss: 0.6643
567/849, train_loss: 0.6565
568/849, train_loss: 0.4874
569/849, train_loss: 0.5789
570/849, train_loss: 0.7004
571/849, train_loss: 0.9473
572/849, train_loss: 0.9470
573/849, train_loss: 0.6624
574/849, train_loss: 0.7463
575/849, train_loss: 0.5784
576/849, train_loss: 0.7041
577/849, train_loss: 0.6736
578/849, train_loss: 0.8882
579/849, train_loss: 0.6261
580/849, train_loss: 0.8271
581/849, train_loss: 0.6406
582/849, train_loss: 0.8015
583/849, train_loss: 0.6865
584/849, train_loss: 0.7710
585/849, train_loss: 0.7319
586/849, train_loss: 0.6753
587/849, train_loss: 0.6838
588/849, train_loss: 0.7026
589/849, train_loss: 0.6951
590/849, train_loss: 0.6614
591/849, train_loss: 0.7581
592/849, train_loss: 0.6345
593/849, train_loss: 0.6938
594/849, train_loss: 0.5914
595/849, train_loss: 0.6665
596/849, train_loss: 0.8384
597/849, train_loss: 0.7147
598/849, train_loss: 0.7605
599/849, train_loss: 0.6979
600/849, train_loss: 0.7219
601/849, train_loss: 0.6245
602/849, train_loss: 0.5045
603/849, train_loss: 0.9543
604/849, train_loss: 0.9219
605/849, train_loss: 0.5074
606/849, train_loss: 0.5137
607/849, train_loss: 0.5369
608/849, train_loss: 0.9004
609/849, train_loss: 0.8867
610/849, train_loss: 0.7080
611/849, train_loss: 0.8735
612/849, train_loss: 0.6360
613/849, train_loss: 0.6912
614/849, train_loss: 0.6995
615/849, train_loss: 0.7881
616/849, train_loss: 0.7407
617/849, train_loss: 0.8682
618/849, train_loss: 0.6228
619/849, train_loss: 0.7227
620/849, train_loss: 0.6790
621/849, train_loss: 0.7485
622/849, train_loss: 0.5984
623/849, train_loss: 0.6045
624/849, train_loss: 0.6987
625/849, train_loss: 0.6031
626/849, train_loss: 0.8433
627/849, train_loss: 0.5853
628/849, train_loss: 0.5449
629/849, train_loss: 0.7444
630/849, train_loss: 0.7125
631/849, train_loss: 0.6914
632/849, train_loss: 0.5188
633/849, train_loss: 0.9138
634/849, train_loss: 0.5027
635/849, train_loss: 0.4606
636/849, train_loss: 0.4867
637/849, train_loss: 0.6191
638/849, train_loss: 0.6375
639/849, train_loss: 1.0125
640/849, train_loss: 0.7500
641/849, train_loss: 1.0098
642/849, train_loss: 0.6250
643/849, train_loss: 0.5680
644/849, train_loss: 0.7864
645/849, train_loss: 0.9375
646/849, train_loss: 0.4899
647/849, train_loss: 0.9131
648/849, train_loss: 0.9058
649/849, train_loss: 0.8591
650/849, train_loss: 0.5858
651/849, train_loss: 0.6519
652/849, train_loss: 0.8108
653/849, train_loss: 0.7468
654/849, train_loss: 0.7422
655/849, train_loss: 0.7153
656/849, train_loss: 0.6777
657/849, train_loss: 0.7012
658/849, train_loss: 0.6882
659/849, train_loss: 0.6321
660/849, train_loss: 0.7996
661/849, train_loss: 0.7620
662/849, train_loss: 0.6855
663/849, train_loss: 0.7148
664/849, train_loss: 0.8083
665/849, train_loss: 0.5850
666/849, train_loss: 0.7961
667/849, train_loss: 0.5891
668/849, train_loss: 0.8057
669/849, train_loss: 0.5940
670/849, train_loss: 0.6040
671/849, train_loss: 0.6765
672/849, train_loss: 0.8042
673/849, train_loss: 0.5720
674/849, train_loss: 0.8098
675/849, train_loss: 0.7908
676/849, train_loss: 0.5994
677/849, train_loss: 0.7905
678/849, train_loss: 0.7312
679/849, train_loss: 0.7590
680/849, train_loss: 0.6814
681/849, train_loss: 0.7227
682/849, train_loss: 0.6765
683/849, train_loss: 0.6116
684/849, train_loss: 0.6157
685/849, train_loss: 0.6790
686/849, train_loss: 0.6636
687/849, train_loss: 0.6165
688/849, train_loss: 0.6057
689/849, train_loss: 0.6804
690/849, train_loss: 0.6641
691/849, train_loss: 0.8757
692/849, train_loss: 0.5200
693/849, train_loss: 0.6257
694/849, train_loss: 0.7937
695/849, train_loss: 0.6599
696/849, train_loss: 0.5270
697/849, train_loss: 0.7207
698/849, train_loss: 0.9177
699/849, train_loss: 0.7427
700/849, train_loss: 0.5485
701/849, train_loss: 0.9011
702/849, train_loss: 0.9229
703/849, train_loss: 0.6680
704/849, train_loss: 0.8350
705/849, train_loss: 0.5854
706/849, train_loss: 0.8286
707/849, train_loss: 0.7849
708/849, train_loss: 0.7512
709/849, train_loss: 0.7676
710/849, train_loss: 0.6226
711/849, train_loss: 0.7581
712/849, train_loss: 0.6533
713/849, train_loss: 0.7305
714/849, train_loss: 0.7993
715/849, train_loss: 0.6050
716/849, train_loss: 0.6648
717/849, train_loss: 0.6118
718/849, train_loss: 0.7739
719/849, train_loss: 0.8188
720/849, train_loss: 0.6938
721/849, train_loss: 0.6029
722/849, train_loss: 0.8552
723/849, train_loss: 0.5754
724/849, train_loss: 0.8347
725/849, train_loss: 0.8096
726/849, train_loss: 0.7097
727/849, train_loss: 0.7063
728/849, train_loss: 0.7590
729/849, train_loss: 0.8247
730/849, train_loss: 0.6646
731/849, train_loss: 0.6931
732/849, train_loss: 0.7676
733/849, train_loss: 0.8501
734/849, train_loss: 0.6423
735/849, train_loss: 0.6785
736/849, train_loss: 0.7192
737/849, train_loss: 0.7322
738/849, train_loss: 0.7017
739/849, train_loss: 0.5808
740/849, train_loss: 0.6978
741/849, train_loss: 0.8584
742/849, train_loss: 0.5498
743/849, train_loss: 0.5814
744/849, train_loss: 0.5466
745/849, train_loss: 0.5189
746/849, train_loss: 0.5125
747/849, train_loss: 0.6613
748/849, train_loss: 0.4705
749/849, train_loss: 0.4375
750/849, train_loss: 1.1143
751/849, train_loss: 0.7565
752/849, train_loss: 0.4047
753/849, train_loss: 0.7783
754/849, train_loss: 0.3817
755/849, train_loss: 0.3613
756/849, train_loss: 0.8798
757/849, train_loss: 1.2974
758/849, train_loss: 0.3368
759/849, train_loss: 0.7917
760/849, train_loss: 0.7858
761/849, train_loss: 0.3549
762/849, train_loss: 1.1953
763/849, train_loss: 0.3689
764/849, train_loss: 0.3840
765/849, train_loss: 0.5704
766/849, train_loss: 0.7656
767/849, train_loss: 0.3804
768/849, train_loss: 0.7867
769/849, train_loss: 1.1221
770/849, train_loss: 1.0776
771/849, train_loss: 0.6479
772/849, train_loss: 0.7371
773/849, train_loss: 0.6505
774/849, train_loss: 0.5544
775/849, train_loss: 0.5713
776/849, train_loss: 0.6858
777/849, train_loss: 0.8599
778/849, train_loss: 0.6423
779/849, train_loss: 0.8262
780/849, train_loss: 0.5701
781/849, train_loss: 0.6235
782/849, train_loss: 0.6736
783/849, train_loss: 0.7712
784/849, train_loss: 0.6599
785/849, train_loss: 0.7400
786/849, train_loss: 0.6934
787/849, train_loss: 0.6758
788/849, train_loss: 0.6802
789/849, train_loss: 0.7319
790/849, train_loss: 0.6892
791/849, train_loss: 0.7090
792/849, train_loss: 0.6919
793/849, train_loss: 0.6575
794/849, train_loss: 0.7119
795/849, train_loss: 0.5903
796/849, train_loss: 0.6445
797/849, train_loss: 0.6666
798/849, train_loss: 0.7881
799/849, train_loss: 0.6479
800/849, train_loss: 0.5979
801/849, train_loss: 0.8154
802/849, train_loss: 0.8196
803/849, train_loss: 0.7930
804/849, train_loss: 0.5762
805/849, train_loss: 0.6296
806/849, train_loss: 0.7778
807/849, train_loss: 0.6208
808/849, train_loss: 0.7803
809/849, train_loss: 0.6177
810/849, train_loss: 0.7542
811/849, train_loss: 0.6235
812/849, train_loss: 0.6772
813/849, train_loss: 0.7903
814/849, train_loss: 0.6833
815/849, train_loss: 0.6313
816/849, train_loss: 0.6174
817/849, train_loss: 0.6177
818/849, train_loss: 0.7339
819/849, train_loss: 0.7476
820/849, train_loss: 0.5919
821/849, train_loss: 0.5864
822/849, train_loss: 0.6069
823/849, train_loss: 0.8611
824/849, train_loss: 0.8105
825/849, train_loss: 0.6907
826/849, train_loss: 0.6350
827/849, train_loss: 0.6003
828/849, train_loss: 0.8599
829/849, train_loss: 0.8000
830/849, train_loss: 0.5811
831/849, train_loss: 0.6177
832/849, train_loss: 0.6279
833/849, train_loss: 0.5930
834/849, train_loss: 0.8018
835/849, train_loss: 0.6121
836/849, train_loss: 0.6184
837/849, train_loss: 0.7988
838/849, train_loss: 0.5004
839/849, train_loss: 0.5920
840/849, train_loss: 0.7505
841/849, train_loss: 0.6226
842/849, train_loss: 0.6138
843/849, train_loss: 0.8005
844/849, train_loss: 0.6213
845/849, train_loss: 0.9170
846/849, train_loss: 0.6167
847/849, train_loss: 0.5784
848/849, train_loss: 0.7290
849/849, train_loss: 0.5056
epoch 14 average loss: 0.6942
Epoch time duration: 545.2770478725433
current epoch: 14 current accuracy: 0.5217 best accuracy: 0.5518 at epoch 12
----------
epoch 15
1/849, train_loss: 0.7390
2/849, train_loss: 0.6609
3/849, train_loss: 0.8950
4/849, train_loss: 0.6387
5/849, train_loss: 0.6602
6/849, train_loss: 0.7522
7/849, train_loss: 0.5852
8/849, train_loss: 0.7595
9/849, train_loss: 0.8423
10/849, train_loss: 0.8149
11/849, train_loss: 0.8071
12/849, train_loss: 0.5813
13/849, train_loss: 0.6943
14/849, train_loss: 0.6113
15/849, train_loss: 0.8384
16/849, train_loss: 0.6704
17/849, train_loss: 0.5844
18/849, train_loss: 0.6589
19/849, train_loss: 0.7063
20/849, train_loss: 0.8245
21/849, train_loss: 0.7693
22/849, train_loss: 0.7693
23/849, train_loss: 0.5996
24/849, train_loss: 0.6721
25/849, train_loss: 0.6846
26/849, train_loss: 0.6050
27/849, train_loss: 0.5869
28/849, train_loss: 0.6558
29/849, train_loss: 0.5728
30/849, train_loss: 0.5941
31/849, train_loss: 0.7026
32/849, train_loss: 0.5978
33/849, train_loss: 0.8440
34/849, train_loss: 0.8782
35/849, train_loss: 0.7249
36/849, train_loss: 0.8782
37/849, train_loss: 0.7983
38/849, train_loss: 0.8320
39/849, train_loss: 0.6409
40/849, train_loss: 0.5981
41/849, train_loss: 0.6558
42/849, train_loss: 0.6118
43/849, train_loss: 0.6079
44/849, train_loss: 0.7002
45/849, train_loss: 0.6172
46/849, train_loss: 0.6152
47/849, train_loss: 0.6113
48/849, train_loss: 0.7961
49/849, train_loss: 0.8167
50/849, train_loss: 0.5781
51/849, train_loss: 0.6162
52/849, train_loss: 0.7134
53/849, train_loss: 0.6062
54/849, train_loss: 0.6194
55/849, train_loss: 0.6907
56/849, train_loss: 0.7200
57/849, train_loss: 0.6548
58/849, train_loss: 0.7690
59/849, train_loss: 0.6099
60/849, train_loss: 0.7483
61/849, train_loss: 0.5793
62/849, train_loss: 0.7703
63/849, train_loss: 0.5762
64/849, train_loss: 0.5876
65/849, train_loss: 0.8457
66/849, train_loss: 0.6672
67/849, train_loss: 0.5527
68/849, train_loss: 0.7358
69/849, train_loss: 0.8901
70/849, train_loss: 0.7371
71/849, train_loss: 0.7935
72/849, train_loss: 0.6897
73/849, train_loss: 0.6536
74/849, train_loss: 0.5652
75/849, train_loss: 0.8669
76/849, train_loss: 0.7671
77/849, train_loss: 0.7827
78/849, train_loss: 0.5909
79/849, train_loss: 0.8289
80/849, train_loss: 0.8320
81/849, train_loss: 0.8042
82/849, train_loss: 0.5989
83/849, train_loss: 0.6582
84/849, train_loss: 0.5521
85/849, train_loss: 0.7266
86/849, train_loss: 0.6831
87/849, train_loss: 0.5996
88/849, train_loss: 0.7869
89/849, train_loss: 0.7000
90/849, train_loss: 0.7070
91/849, train_loss: 0.6052
92/849, train_loss: 0.6926
93/849, train_loss: 0.7305
94/849, train_loss: 0.5693
95/849, train_loss: 0.6812
96/849, train_loss: 0.8533
97/849, train_loss: 0.7263
98/849, train_loss: 0.6646
99/849, train_loss: 0.5725
100/849, train_loss: 0.6455
101/849, train_loss: 0.6987
102/849, train_loss: 0.6265
103/849, train_loss: 0.6155
104/849, train_loss: 0.7124
105/849, train_loss: 0.6208
106/849, train_loss: 0.7800
107/849, train_loss: 0.7832
108/849, train_loss: 0.6804
109/849, train_loss: 0.6138
110/849, train_loss: 0.7246
111/849, train_loss: 0.6028
112/849, train_loss: 0.7446
113/849, train_loss: 0.7080
114/849, train_loss: 0.7998
115/849, train_loss: 0.6687
116/849, train_loss: 0.8098
117/849, train_loss: 0.8013
118/849, train_loss: 0.5894
119/849, train_loss: 0.6252
120/849, train_loss: 0.6980
121/849, train_loss: 0.7546
122/849, train_loss: 0.6382
123/849, train_loss: 0.7070
124/849, train_loss: 0.7439
125/849, train_loss: 0.6614
126/849, train_loss: 0.6763
127/849, train_loss: 0.7566
128/849, train_loss: 0.6899
129/849, train_loss: 0.6567
130/849, train_loss: 0.6453
131/849, train_loss: 0.7639
132/849, train_loss: 0.7563
133/849, train_loss: 0.5737
134/849, train_loss: 0.7690
135/849, train_loss: 0.6636
136/849, train_loss: 0.6602
137/849, train_loss: 0.6453
138/849, train_loss: 0.6211
139/849, train_loss: 0.7659
140/849, train_loss: 0.6143
141/849, train_loss: 0.8047
142/849, train_loss: 0.6733
143/849, train_loss: 0.5746
144/849, train_loss: 0.7007
145/849, train_loss: 0.5638
146/849, train_loss: 0.5557
147/849, train_loss: 0.6851
148/849, train_loss: 0.5262
149/849, train_loss: 0.5114
150/849, train_loss: 0.6803
151/849, train_loss: 0.7390
152/849, train_loss: 0.6134
153/849, train_loss: 0.4612
154/849, train_loss: 0.6886
155/849, train_loss: 0.8333
156/849, train_loss: 0.4442
157/849, train_loss: 0.6975
158/849, train_loss: 0.7264
159/849, train_loss: 0.4149
160/849, train_loss: 1.0981
161/849, train_loss: 1.0918
162/849, train_loss: 0.4082
163/849, train_loss: 0.7037
164/849, train_loss: 1.0825
165/849, train_loss: 0.8438
166/849, train_loss: 1.0413
167/849, train_loss: 1.0073
168/849, train_loss: 0.7473
169/849, train_loss: 0.7275
170/849, train_loss: 0.9072
171/849, train_loss: 0.7124
172/849, train_loss: 0.6133
173/849, train_loss: 0.7324
174/849, train_loss: 0.6187
175/849, train_loss: 0.7634
176/849, train_loss: 0.7205
177/849, train_loss: 0.6758
178/849, train_loss: 0.7024
179/849, train_loss: 0.7729
180/849, train_loss: 0.7100
181/849, train_loss: 0.6467
182/849, train_loss: 0.6616
183/849, train_loss: 0.6660
184/849, train_loss: 0.6638
185/849, train_loss: 0.7280
186/849, train_loss: 0.7163
187/849, train_loss: 0.6973
188/849, train_loss: 0.7651
189/849, train_loss: 0.7041
190/849, train_loss: 0.7476
191/849, train_loss: 0.6892
192/849, train_loss: 0.6824
193/849, train_loss: 0.6970
194/849, train_loss: 0.7000
195/849, train_loss: 0.6597
196/849, train_loss: 0.7351
197/849, train_loss: 0.7175
198/849, train_loss: 0.7278
199/849, train_loss: 0.6399
200/849, train_loss: 0.6191
201/849, train_loss: 0.6152
202/849, train_loss: 0.8164
203/849, train_loss: 0.6475
204/849, train_loss: 0.6956
205/849, train_loss: 0.6975
206/849, train_loss: 0.6704
207/849, train_loss: 0.6338
208/849, train_loss: 0.7292
209/849, train_loss: 0.7070
210/849, train_loss: 0.7034
211/849, train_loss: 0.6196
212/849, train_loss: 0.7112
213/849, train_loss: 0.7251
214/849, train_loss: 0.6819
215/849, train_loss: 0.7600
216/849, train_loss: 0.6812
217/849, train_loss: 0.6013
218/849, train_loss: 0.6924
219/849, train_loss: 0.6873
220/849, train_loss: 0.6682
221/849, train_loss: 0.6819
222/849, train_loss: 0.6865
223/849, train_loss: 0.7085
224/849, train_loss: 0.6924
225/849, train_loss: 0.6489
226/849, train_loss: 0.6536
227/849, train_loss: 0.6497
228/849, train_loss: 0.6399
229/849, train_loss: 0.7117
230/849, train_loss: 0.5740
231/849, train_loss: 0.8032
232/849, train_loss: 0.7578
233/849, train_loss: 0.7781
234/849, train_loss: 0.6494
235/849, train_loss: 0.6030
236/849, train_loss: 0.6206
237/849, train_loss: 0.8125
238/849, train_loss: 0.7908
239/849, train_loss: 0.6296
240/849, train_loss: 0.6370
241/849, train_loss: 0.7671
242/849, train_loss: 0.7432
243/849, train_loss: 0.7258
